sign2_1.s[1],   1.0000000000E+00
sign2_1.s[2], 0.00              
sign2_2.s[1], 0.00              
sign2_2.s[2], 0.00              
sign2_3.s[1],   1.0000000000E+00
sign2_3.s[2], 0.00              
sign2_4.s[1], 0.00              
sign2_4.s[2], 0.00              
sign2_5.s[1], 0.00              
sign2_5.s[2], 0.00              
sign2_6.s[1], 0.00              
sign2_6.s[2],   1.0000000000E+00
sign2_7.s[1], 0.00              
sign2_7.s[2], 0.00              
sign2_8.s[1], 0.00              
sign2_8.s[2],   1.0000000000E+00
sign2_9.s[1], 0.00              
sign2_9.s[2],   1.0000000000E+00
sign2_10.s[1], 0.00              
sign2_10.s[2],   2.0000000000E+00
sign2_11.s[1], 0.00              
sign2_11.s[2],   1.0000000000E+00
sign2_12.s[1], 0.00              
sign2_12.s[2],   2.0000000000E+00
sum_13.x[2], 0.00              
sum_17.x[2], 0.00              
sum_21.x[2], 0.00              
sum_25.x[2], 0.00              
sum_29.x[2], 0.00              
sum_33.x[2], 0.00              
sum_37.x[2], 0.00              
sum_41.x[2], 0.00              
sum_45.x[2], 0.00              
int_i1_t_0,   1.0000000000E+00
int_i1_t_1, 0.00              
int_i1_t_2, 0.00              
int_i3_t_0, 0.00              
int_i3_t_1,   1.0000000000E+00
int_i3_t_2, 0.00              
int_i2_t_0, 0.00              
int_i2_t_1,   1.0000000000E+00
int_i2_t_2, 0.00              
v10, 0.00              
v11, 0.00              
v12,  -1.0000000000E+00
v13,  -1.0000000000E+00
v14, 0.00              
v15,   1.0000000000E+00
v16, 0.00              
v17,  -1.0000000000E+00
v18, 0.00              
v19, 0.00              
v20,  -1.0000000000E+00
v21,  -1.0000000000E+00
v22, 0.00              
v23,   1.0000000000E+00
v24, 0.00              
v25,  -1.0000000000E+00
v26, 0.00              
v27, 0.00              
v28, 0.00              
v29,  -1.0000000000E+00
v30,   1.0000000000E+00
v31, 0.00              
v32,   1.0000000000E+00
v33,   1.0000000000E+00
v34,   5.6833333333E-01
v35,   5.6833333333E-01
v36, 0.00              
v37,   1.3666666667E-01
v38,   1.0000000000E+00
v39, 0.00              
v40,   1.0000000000E+00
v41,   1.0000000000E+00
v42,   1.0000000000E+00
v43,   1.0000000000E+00
v44,   1.0000000000E+00
v45,   1.0000000000E+00
v46,   1.0000000000E+00
v47, 0.00              
v48,   2.0000000000E+00
v49,   1.0000000000E+00
v50,   1.0000000000E+00
v51,   1.0000000000E+00
v52,   1.0000000000E+00
v53,   1.0000000000E+00
v54,   1.0000000000E+00
v55, 0.00              
v56,   2.0000000000E+00
v57,   1.0000000000E+00
v58,   7.0000000000E+00
v59,   7.0000000000E+00
v60,  -6.6192296770E-17
v61, 0.00              
v62,  -6.6192296770E-17
v63,  -2.2551405188E-16
v64, 0.00              
v65, 0.00              
v66,  -2.2551405188E-16
v67,   7.0000000000E+00
v68,   4.0000000000E+00
v69,   4.0000000000E+00
v70,  -1.3238459354E-16
v71, 0.00              
v72,  -1.3238459354E-16
v73,  -1.8041124150E-16
v74, 0.00              
v75, 0.00              
v76,  -1.8041124150E-16
v77,   4.0000000000E+00
v78,   8.0000000000E+00
v79,   8.0000000000E+00
v80,  -3.3096148385E-17
v81, 0.00              
v82,  -3.3096148385E-17
v83,  -2.2551405188E-16
v84, 0.00              
v85, 0.00              
v86,  -2.2551405188E-16
v87,   8.0000000000E+00
v88,   1.0000000000E+00
v89,   1.0000000000E+00
v90, 0.00              
v91,   3.0000000000E+00
v92,   3.0000000000E+00
v93, 0.00              
v94,   5.0000000000E+00
v95, 0.00              
v96,   5.0000000000E+00
v97,   9.0000000000E+00
v98,   1.0000000000E+01
v99,   1.0000000000E+01
v100, 0.00              
v101,   8.0000000000E+00
v102,   8.0000000000E+00
v103, 0.00              
v104,   4.0000000000E+00
v105, 0.00              
v106,   4.0000000000E+00
v107,   2.2000000000E+01
v108,   1.0000000000E+01
v109,   1.0000000000E+01
v110, 0.00              
v111,   1.0000000000E+00
v112,   1.0000000000E+00
v113, 0.00              
v114,   5.0000000000E+00
v115, 0.00              
v116,   5.0000000000E+00
v117,   1.6000000000E+01
v118,   1.0000000000E+00
v119,   1.0000000000E+00
v120, 0.00              
v121, 0.00              
v122, 0.00              
v123, 0.00              
v124, 0.00              
v125, 0.00              
v126, 0.00              
v127,   1.0000000000E+00
v128,   4.0000000000E+00
v129,   4.0000000000E+00
v130, 0.00              
v131, 0.00              
v132, 0.00              
v133, 0.00              
v134, 0.00              
v135, 0.00              
v136, 0.00              
v137,   4.0000000000E+00
v138,   4.0000000000E+00
v139,   4.0000000000E+00
v140, 0.00              
v141, 0.00              
v142, 0.00              
v143, 0.00              
v144, 0.00              
v145, 0.00              
v146, 0.00              
v147,   4.0000000000E+00
v148,   7.0000000000E+00
v149,   4.0000000000E+00
v150,   8.0000000000E+00
v151,   1.9000000000E+01
v152,   9.0000000000E+00
v153,   2.2000000000E+01
v154,   1.6000000000E+01
v155,   4.7000000000E+01
v156,   1.0000000000E+00
v157,   4.0000000000E+00
v158,   4.0000000000E+00
v159,   9.0000000000E+00
slk_2, 0.00              
slk_3, 0.00              
slk_4, 0.00              
slk_6,   1.0000000000E+00
slk_7,   1.0000000000E+00
slk_8, 0.00              
slk_10,   1.0000000000E+00
slk_11,   1.0000000000E+00
slk_12,   1.0000000000E+00
slk_13,   2.1000010000E+01
slk_14,   1.8000010000E+01
slk_15,   1.9000010000E+01
slk_16,   4.0000100000E+00
slk_17,   2.0000100000E+00
slk_18,   7.0000100000E+00
slk_31,   2.0000000000E+00
slk_44,   3.4316666667E+00
slk_57,   2.0000000000E+00
